State,Year,Candidate,Party,Total Votes,GDP,Personal Income,Total Employment,Average Sentiment Score
Massachusetts,2016,Ben Carson,Republican,86,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,1694,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,850,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,791,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,375,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,46,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,853,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,206,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,241,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,201,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,45,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,2280,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,223,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,294,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,205,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,0,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,0,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,0,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,0,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,0,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,42,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,547,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,122,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,137,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,96,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,56,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,1335,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,208,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,283,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,226,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,16,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,460,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,257,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,190,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,85,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,0,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,28,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,13,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,3,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,3,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,35,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,633,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,189,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,213,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,141,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,6,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,93,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,11,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,17,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,23,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,12,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,97,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,39,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,34,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,24,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,48,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,674,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,188,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,209,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,202,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,78,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,1570,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,509,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,477,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,302,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,20,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,756,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,138,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,152,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,95,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,0,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,37,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,5,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,10,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,8,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,108,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,1944,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,545,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,596,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,425,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,58,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,2512,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,330,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,428,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,259,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,6,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,34,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,5,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,9,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,7,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,49,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,1362,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,664,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,589,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,221,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,34,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,775,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,185,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,266,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,155,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,28,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,740,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,394,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,482,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,164,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,12,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,103,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,3,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,69,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,28,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,5,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,53,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,41,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,32,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,11,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,11,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,197,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,283,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,172,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,45,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,27,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,484,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,132,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,134,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,88,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,114,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,1926,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,972,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,915,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,402,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,1,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,29,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,26,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,17,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,8,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,51,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,1016,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,227,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,288,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,190,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,51,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,1086,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,651,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,666,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,217,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,59,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,793,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,389,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,318,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,180,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,20,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,465,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,167,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,158,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,141,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,31,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,548,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,425,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,415,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,88,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,38,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,602,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,136,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,163,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,149,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,42,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,758,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,256,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,239,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,199,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,46,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,863,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,193,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,173,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,187,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,229,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,2190,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,676,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,749,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,703,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,64,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,676,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,276,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,283,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,204,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,12,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,43,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,26,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,34,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,24,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,47,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,1817,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,512,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,469,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,249,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,50,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,1538,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,386,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,432,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,249,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,26,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,377,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,298,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,233,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,104,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,48,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,635,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,231,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,299,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,150,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,25,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,717,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,713,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,562,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,172,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,5,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,94,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,67,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,52,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,22,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,46,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,818,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,230,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,306,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,173,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,30,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,824,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,438,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,324,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,129,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,53,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,951,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,199,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,236,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,156,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,124,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,2434,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,434,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,605,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,415,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,38,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,522,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,87,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,133,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,142,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,91,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,2680,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,534,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,645,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,438,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,8,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,136,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,60,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,48,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,31,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,1,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,54,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,13,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,0,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,12,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,39,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,556,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,353,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,267,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,105,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,41,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,766,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,189,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,234,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,159,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,2,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,114,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,32,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,28,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,15,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,53,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,1277,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,250,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,330,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,182,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,1,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,21,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,7,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,9,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,6,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,34,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,533,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,245,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,248,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,112,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,68,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,876,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,223,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,304,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,212,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,67,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,2064,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,652,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,599,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,339,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,4,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,136,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,44,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,23,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,27,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,72,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,1805,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,810,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,844,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,339,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,83,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,2368,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,845,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,756,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,422,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,38,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,488,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,111,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,118,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,87,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,89,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,1468,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,274,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,327,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,223,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ben Carson,Republican,25,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Donald Trump,Republican,320,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,John Kasich,Republican,54,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Marco Rubio,Republican,70,514108,438598,4709800,0.4036780355948681
Massachusetts,2016,Ted Cruz,Republican,77,514108,438598,4709800,0.4036780355948681
